threshold,sensitivity,specificity
-0.9977380957426253,0.4396551724137931,0.782051282051282
-0.9972344131920814,0.4396551724137931,0.7905982905982906
-0.9967307306415374,0.4396551724137931,0.7948717948717948
-0.9962270480909936,0.4396551724137931,0.7991452991452992
-0.9952196829899058,0.4396551724137931,0.8034188034188035
-0.993708635338274,0.4396551724137931,0.8076923076923077
-0.9927012702371862,0.43103448275862066,0.8076923076923077
-0.9921975876866422,0.4224137931034483,0.8076923076923077
-0.9916939051360985,0.4224137931034483,0.811965811965812
-0.9909383813102826,0.41379310344827586,0.811965811965812
-0.9901828574844667,0.4051724137931034,0.811965811965812
-0.9896791749339228,0.39655172413793105,0.811965811965812
-0.9889236511081069,0.39655172413793105,0.8162393162393162
-0.9881681272822911,0.39655172413793105,0.8205128205128205
-0.9866570796306593,0.39655172413793105,0.8247863247863247
-0.9851460319790276,0.39655172413793105,0.8333333333333334
-0.9843905081532117,0.3879310344827586,0.8333333333333334
-0.9836349843273959,0.3879310344827586,0.8376068376068376
-0.98287946050158,0.3879310344827586,0.8418803418803419
-0.9816202541252202,0.3879310344827586,0.8461538461538461
-0.9791018413725008,0.3793103448275862,0.8461538461538461
-0.9763315873445093,0.3793103448275862,0.8504273504273504
-0.9632358410303676,0.3793103448275862,0.8547008547008547
-0.9267188561159344,0.3793103448275862,0.8589743589743589
-0.315386718764773,0.3793103448275862,0.8632478632478633
0.2730278625366407,0.3706896551724138,0.8632478632478633
0.27504259273881626,0.3620689655172414,0.8632478632478633
0.27579811656463216,0.35344827586206895,0.8632478632478633
0.27680548166571994,0.3448275862068966,0.8675213675213675
0.2803312595195273,0.3448275862068966,0.8717948717948718
0.2838570373733347,0.3448275862068966,0.8760683760683761
0.28561992630023836,0.3448275862068966,0.8803418803418803
0.28713097395187004,0.3448275862068966,0.8846153846153846
0.2888938628787737,0.33620689655172414,0.8846153846153846
0.29090859308094935,0.3275862068965517,0.8846153846153846
0.2924196407325811,0.31896551724137934,0.8846153846153846
0.2936788471089409,0.3103448275862069,0.8846153846153846
0.29468621221002866,0.3103448275862069,0.8888888888888888
0.2954417360358445,0.29310344827586204,0.8931623931623932
0.29619725986166034,0.28448275862068967,0.8931623931623932
0.2972046249627482,0.28448275862068967,0.9017094017094017
0.29821199006383603,0.27586206896551724,0.9017094017094017
0.3002267202660116,0.2672413793103448,0.9017094017094017
0.3022414504681873,0.25,0.9017094017094017
0.30299697429400313,0.25,0.905982905982906
0.303500656844547,0.25,0.9102564102564102
0.3040043393950909,0.25,0.9145299145299145
0.30475986322090676,0.2413793103448276,0.9145299145299145
0.3057672283219946,0.23275862068965517,0.9145299145299145
0.30652275214781044,0.23275862068965517,0.9188034188034188
0.3070264346983544,0.22413793103448276,0.9188034188034188
0.3075301172488983,0.21551724137931033,0.9188034188034188
0.3080337997994422,0.21551724137931033,0.9230769230769231
0.30904116490053,0.21551724137931033,0.9273504273504274
0.3103003712768898,0.21551724137931033,0.9316239316239316
0.31155957765324954,0.19827586206896552,0.9316239316239316
0.31256694275433733,0.1896551724137931,0.9316239316239316
0.31357430785542517,0.1896551724137931,0.9358974358974359
0.31458167295651296,0.1896551724137931,0.9401709401709402
0.31508535550705685,0.1810344827586207,0.9401709401709402
0.3155890380576008,0.1724137931034483,0.9401709401709402
0.3160927206081447,0.16379310344827586,0.9444444444444444
0.3165964031586886,0.15517241379310345,0.9444444444444444
0.31710008570923254,0.14655172413793102,0.9487179487179487
0.3183592920855923,0.14655172413793102,0.9529914529914529
0.32012218101249595,0.13793103448275862,0.9529914529914529
0.3211295461135838,0.12931034482758622,0.9529914529914529
0.3216332286641277,0.1206896551724138,0.9529914529914529
0.32389980014157527,0.1206896551724138,0.9572649572649573
0.32616637161902284,0.11206896551724138,0.9572649572649573
0.32692189544483874,0.11206896551724138,0.9615384615384616
0.3291884669222863,0.11206896551724138,0.9658119658119658
0.3317068796750058,0.10344827586206896,0.9658119658119658
0.33422529242772536,0.10344827586206896,0.9700854700854701
0.3367437051804449,0.10344827586206896,0.9743589743589743
0.3382547528320766,0.08620689655172414,0.9743589743589743
0.3400176417589803,0.07758620689655173,0.9743589743589743
0.3448026259891474,0.07758620689655173,0.9786324786324786
0.3498394514945865,0.06896551724137931,0.9786324786324786
0.3513504991462182,0.0603448275862069,0.9786324786324786
0.3518541816967621,0.0603448275862069,0.9829059829059829
0.35286154679784987,0.05172413793103448,0.9829059829059829
0.3556318008258414,0.05172413793103448,0.9871794871794872
0.3591575786796487,0.05172413793103448,0.9914529914529915
0.36318703908399996,0.05172413793103448,0.9957264957264957
0.3704904360668867,0.04310344827586207,0.9957264957264957
0.3770383092239574,0.034482758620689655,0.9957264957264957
0.38434170620684405,0.02586206896551724,0.9957264957264957
0.3908895793639149,0.017241379310344827,0.9957264957264957
0.4004595478242491,0.008620689655172414,0.9957264957264957
0.4105331988351273,0.008620689655172414,1
Inf,0,1
